Name,Ticker,Country,Amount
Shop Apotheke Europe NV,SAE,Netherlands,0.00%
Carl Zeiss Meditec AG,AFX,Germany,0.00%
Great-West Lifeco Inc,GWO,Canada,0.00%
Marriott Vacations Worldwide Corp,VAC,United States,0.00%
Ingredion Inc,INGR,United States,0.00%
Helen Of Troy Ltd,HELE,United States,0.00%
Thor Industries Inc,THO,United States,0.00%
Freshpet Inc,FRPT,United States,0.00%
Toll Brothers Inc,TOL,United States,0.00%
Wyndham Hotels & Resorts Inc Ordinary Shares,WH,United States,0.00%
Douglas Emmett Inc,DEI,United States,0.00%
Life Storage Inc,LSI,United States,0.00%
SK Chemicals Co Ltd Ordinary Shares,285130,South Korea,0.00%
Neogen Corp,NEOG,United States,0.00%
Acadia Healthcare Co Inc,ACHC,United States,0.00%
Biohaven Pharmaceutical Holding Co Ltd,BHVN,United States,0.00%
MasTec Inc,MTZ,United States,0.00%
Chart Industries Inc,GTLS,United States,0.00%
Spirit AeroSystems Holdings Inc Class A,SPR,United States,0.00%
Artisan Partners Asset Management Inc,APAM,United States,0.00%
Trinet Group Inc,TNET,United States,0.00%
Invesco Ltd,IVZ,United States,0.00%
GS Holdings Corp,078930,South Korea,0.00%
Inpex Corp,1605,Japan,0.00%
Nippon Building Fund Inc,8951,Japan,0.00%
Mitsui Chemicals Inc,4183,Japan,0.00%
SUMCO Corp,3436,Japan,0.00%
Nissin Foods Holdings Co Ltd,2897,Japan,0.00%
Daito Trust Construction Co Ltd,1878,Japan,0.00%
Stanley Electric Co Ltd,6923,Japan,0.00%
Bausch Health Companies Inc,BHC,Canada,0.00%
Via Varejo SA,VVAR3,Brazil,0.00%
Empresas COPEC SA,COPEC,Chile,0.00%
Interconexion Electrica SA ESP,ISA,Colombia,0.00%
WPG Holding Co Ltd,3702,Taiwan,0.00%
MultiChoice Group Ltd Ordinary Shares,MCG,South Africa,0.00%
AU Optronics Corp,2409,Taiwan,0.00%
Equatorial Energia SA,EQTL3,Brazil,0.00%
Lite-On Technology Corp,2301,Taiwan,0.00%
Surgutneftegas PJSC Pfd Shs,SNGSP,Russia,0.00%
NantKwest Inc,NK,United States,0.00%
TG Therapeutics Inc,TGTX,United States,0.00%
ICU Medical Inc,ICUI,United States,0.00%
WillScot Mobile Mini Holdings Corp,WSC,United States,0.00%
Colfax Corp,CFX,United States,0.00%
The Brink's Co,BCO,United States,0.00%
Seagate Technology PLC,STX,Singapore,0.00%
MGM Resorts International,MGM,United States,0.00%
Baker Hughes Co Class A,BKR,United States,0.00%
Kura Oncology Inc,KURA,United States,0.00%
Atara Biotherapeutics Inc,ATRA,United States,0.00%
uniQure NV,QURE,Netherlands,0.00%
Kaiser Aluminum Corp,KALU,United States,0.00%
Sartorius Stedim Biotech SA,DIM,France,0.00%
Skanska AB B,SKA B,Sweden,0.00%
Whitbread PLC,WTB,United Kingdom,0.00%
Land Securities Group PLC,LAND,United Kingdom,0.00%
CLP Holdings Ltd,00002,Hong Kong,0.00%
Fisher & Paykel Healthcare Corp Ltd,FPH,New Zealand,0.00%
Miura Co Ltd,6005,Japan,0.00%
Tsuruha Holdings Inc,3391,Japan,0.00%
Otsuka Corp,4768,Japan,0.00%
Casio Computer Co Ltd,6952,Japan,0.00%
Rogers Communications, Inc.,RCI.A,Canada,0.00%
China International Capital Corp Ltd H,03908,China,0.00%
China Unicom (Hong Kong) Ltd,00762,China,0.00%
BYD Electronic (International) Co Ltd,00285,China,0.00%
Want Want China Holdings Ltd,00151,China,0.00%
Guangzhou Automobile Group Co Ltd Class H,02238,China,0.00%
China Minsheng Banking Corp Ltd Class H,01988,China,0.00%
Kunlun Energy Co Ltd,00135,China,0.00%
Shandong Sunpaper Co Ltd,002078,China,0.00%
Shandong Nanshan Aluminum Co Ltd,600219,China,0.00%
Avicopter PLC,600038,China,0.00%
Tianjin 712 Communication & Broadcasting Co Ltd Class A,603712,China,0.00%
Liaoning Chengda Co Ltd,600739,China,0.00%
SG Micro Corp Class A,300661,China,0.00%
Sinoma Science & Technology Co Ltd,002080,China,0.00%
Toly Bread Co Ltd Shs -A-,603866,China,0.00%
LPP SA,LPP,Poland,0.00%
BanColombia SA Participating Preferred,PFBCOLOM,Colombia,0.00%
President Chain Store Corp,2912,Taiwan,0.00%
CEZ a.s,CEZ,Czech Republic,0.00%
Intouch Holdings PCL DR,INTUCH-R,Thailand,0.00%
Kumho Petro Chemical Ltd,011780,South Korea,0.00%
Fila Holdings,081660,South Korea,0.00%
The Wendy's Co Class A,WEN,United States,0.00%
Selective Insurance Group Inc,SIGI,United States,0.00%
Radian Group Inc,RDN,United States,0.00%
Perspecta Inc Ordinary Shares,PRSP,United States,0.00%
Verint Systems Inc,VRNT,United States,0.00%
UFP Industries Inc,UFPI,United States,0.00%
Triton International Ltd Ordinary Shares,TRTN,United States,0.00%
Ryder System Inc,R,United States,0.00%
Altra Industrial Motion Corp,AIMC,United States,0.00%
Crane Co,CR,United States,0.00%
BMC Stock Holdings Inc,BMCH,United States,0.00%
Concho Resources Inc,CXO,United States,0.00%
WestRock Co A,WRK,United States,0.00%
Whirlpool Corp,WHR,United States,0.00%
Hormel Foods Corp,HRL,United States,0.00%
Packaging Corp of America,PKG,United States,0.00%
United Airlines Holdings Inc,UAL,United States,0.00%
JM Smucker Co,SJM,United States,0.00%
Evergy Inc,EVRG,United States,0.00%
International Flavors & Fragrances Inc,IFF,United States,0.00%
UDR Inc,UDR,United States,0.00%
Campbell Soup Co,CPB,United States,0.00%
Revolution Medicines Inc Ordinary Shares,RVMD,United States,0.00%
Intra-Cellular Therapies Inc,ITCI,United States,0.00%
Regenxbio Inc,RGNX,United States,0.00%
Precigen Inc,PGEN,United States,0.00%
USS Co Ltd,4732,Japan,0.00%
Teijin Ltd,3401,Japan,0.00%
GW Pharmaceuticals PLC ADR,GWPH,United Kingdom,0.00%
Heilongjiang Agriculture Co Ltd,600598,China,0.00%
Beijing Enlight Media Co Ltd,300251,China,0.00%
Hefei Meyer Optoelectronic Technology Inc,002690,China,0.00%
Shenzhen Salubris Pharmaceuticals Co Ltd,002294,China,0.00%
Huaxi Securities Co Ltd Class A,002926,China,0.00%
NanJi E-Commerce Co Ltd,002127,China,0.00%
Shanxi Securities Co Ltd,002500,China,0.00%
Fujian Sunner Development Co Ltd Class A,002299,China,0.00%
Sealand Securities Co Ltd,000750,China,0.00%
Nanjing King-Friend Biochemical Pharmaceutical Co Ltd Class A,603707,China,0.00%
Umicore SA,UMI,Belgium,0.00%
CaixaBank SA,CABK,Spain,0.00%
Endesa SA,ELE,Spain,0.00%
SKF AB B,SKF B,Sweden,0.00%
Renault SA,RNO,France,0.00%
Smiths Group PLC,SMIN,United Kingdom,0.00%
Ambu A/S Class B,AMBU B,Denmark,0.00%
Beijing Wantai Biological Pharmacy Enterprise Co Ltd Class A,603392,China,0.00%
Bank of Changsha Co Ltd,601577,China,0.00%
Gan & Lee Pharmaceuticals Co Ltd Class A,603087,China,0.00%
Redfin Corp,RDFN,United States,0.00%
Houlihan Lokey Inc Class A,HLI,United States,0.00%
Wintrust Financial Corp,WTFC,United States,0.00%
Sterling Bancorp,STL,United States,0.00%
Valley National Bancorp,VLY,United States,0.00%
Webster Financial Corp,WBS,United States,0.00%
Trupanion Inc,TRUP,United States,0.00%
CIT Group Inc,CIT,United States,0.00%
Cannae Holdings Inc Ordinary Shares,CNNE,United States,0.00%
Bank OZK,OZK,United States,0.00%
Applied Industrial Technologies Inc,AIT,United States,0.00%
Insperity Inc,NSP,United States,0.00%
Korea Aerospace Industries Ltd,047810,South Korea,0.00%
Iron Mountain Inc,IRM,United States,0.00%
NV5 Global Inc,NVEE,United States,0.00%
Oji Holdings Corp,3861,Japan,0.00%
Nippon Express Co Ltd,9062,Japan,0.00%
KOSE Corp,4922,Japan,0.00%
Brother Industries Ltd,6448,Japan,0.00%
JFE Holdings Inc,5411,Japan,0.00%
Yokogawa Electric Corp,6841,Japan,0.00%
Idemitsu Kosan Co Ltd,5019,Japan,0.00%
LG Chem Ltd Participating Preferred,051915,South Korea,0.00%
Kandi Technologies Group Inc,KNDI,China,0.00%
Samsung Engineering Co Ltd,028050,South Korea,0.00%
Pound sterling,,,0.00%
Dino Polska SA,DNP,Poland,0.00%
Cirrus Logic Inc,CRUS,United States,0.00%
Idacorp Inc,IDA,United States,0.00%
